,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Entidad,Nit Entidad,Departamento Entidad,Ciudad Entidad,OrdenEntidad,Entidad Centralizada,ID del Proceso,Referencia del Proceso,PCI,ID del Portafolio,Nombre del Procedimiento,Descripción del Procedimiento,Fase,Fecha de Publicacion del Proceso,Fecha de Ultima Publicación,Fecha de Publicacion (Fase Planeacion Precalificacion),Fecha de Publicacion (Fase Seleccion Precalificacion),Fecha de Publicacion (Manifestacion de Interes),Fecha de Publicacion (Fase Borrador),Fecha de Publicacion (Fase Seleccion),Precio Base,Modalidad de Contratacion,Justificación Modalidad de Contratación,Duracion,Unidad de Duracion,Fecha de Recepcion de Respuestas,Fecha de Apertura de Respuesta,Fecha de Apertura Efectiva,Ciudad de la Unidad de Contratación,Nombre de la Unidad de Contratación,Proveedores Invitados,Proveedores con Invitacion Directa,Visualizaciones del Procedimiento,Proveedores que Manifestaron Interes,Respuestas al Procedimiento,Respuestas Externas,Conteo de Respuestas a Ofertas,Proveedores Unicos con Respuestas,Numero de Lotes,Estado del Procedimiento,ID Estado del Procedimiento,Adjudicado,ID Adjudicacion,CodigoProveedor,Departamento Proveedor,Ciudad Proveedor,Fecha Adjudicacion,Valor Total Adjudicacion,Nombre del Adjudicador,Nombre del Proveedor Adjudicado,NIT del Proveedor Adjudicado,Codigo Principal de Categoria,Estado de Apertura del Proceso,Tipo de Contrato,Subtipo de Contrato,Categorias Adicionales,URLProceso,Codigo Entidad,Estado Resumen,Fecha,exchange_rate,Year,Avg,Valor del Contrato,Valor real,Codigo de Categoria Recortado,keep,Valor Proyectado,range-,range+,in_range,perc_error,Similitud de valor,miles de dolares sobre estimación,predicterr,Tamaño valor extraño,veces la predicción
0,0,0,0,396771,463,779,MUNICIPIO DE MACEO,8909809583,ANTIOQUIA,MACEO,Territorial,Centralizada,CO1.REQ.6873354,CONTRATO DE EMPRESTITO 024 - 2024,700584048,CO1.BDOS.6744763,CONTRATO DE EMPRESTITO 024 - 2024,"CONTRATO DE EMPRÉSTITO Y PIGNORACIÓN DE RENTAS CELEBRADO ENTRE EL INSTITUTO PARA EL 
 ESARROLLO DE ANTIOQUIA - IDEA Y EL MUNICIPIO DE MACEO - ANTIOQUIA, HASTA POR LA SUMA DE OCHO MIL
MILLONES DE PESOS ($8.000.000.000)",Presentación de oferta,09/19/2024,09/19/2024,,,,,09/19/2024,8000000000,Contratación directa,Operaciones de Crédito Público,otro,Año(s),,,,Maceo,TESORERIA,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,705672095,Antioquia,No Definido,,0,No Adjudicado,INSTITUTO PARA EL DESARROLLO DE ANTIOQUIA IDEA,8909801792,V1.80161500,Abierto,Operaciones de Crédito Público,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6754566,700584048,Adjudicado,2024,3.9155429850746266,,1,8000000000,7999.999999999998,V1.801,True,107.7224883769915,210.89601684965604,82.53452110290529,0,73.26490160534318,1.443163773949286e-13,2015.627855882825,19.32891273498535,431487.91096286254,74.26490160534317
1,1,1,1,115371,568,956,MUNICIPIO DE MACEO,8909809583,ANTIOQUIA,MACEO,Territorial,Centralizada,CO1.REQ.6488244,SASIE-SG-009-2024,700584048,CO1.BDOS.6364039,PAE 2024 - Conv2 - 3,"SUMINISTRO DE RACIONES, COORDINACIÓN LOGÍSTICA Y CONTRATACIÓN DE MANIPULADORES DE ALIMENTOS PARA LA EJECUCIÓN DEL PROGRAMA DE ALIMENTACIÓN ESCOLAR - PAE, PARA LOS NIÑOS, NIÑAS Y ADOLESCENTES FORMALMENTE MATRICULADOS EN LAS INSTITUCIONES EDUCATIVAS DEL MUNICIPIO DE MACEO-ANTIOQUIA, DE ACUERDO AL CONVENIO INTERADMINISTRATIVO N° 4600017090 CELEBRADO CON EL DEPARTAMENTO DE ANTIOQUIA - SECRETARÍA DE INCLUSIÓN SOCIAL Y FAMILIA PARA LA VIGENCIA 2024, SEGUNDO SEMESTRE.",Presentación de observaciones,07/08/2024,07/08/2024,,,,07/08/2024,,412375920,Selección abreviada subasta inversa,Suministro de bienes y servicios de características técnicas uniformes y común utilización,otro,Mes(es),07/25/2024,07/25/2024,07/31/2024,Maceo,SECRETARIA GENERAL Y DE GOBIERNO,0,0,9,0,0,0,0,0,0,Evaluación,60,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.93131600,Cerrado,Suministros,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6374330,700584048,Presentación de observaciones,2024,3.9155429850746266,,1,412375920,412.37591999999984,V1.931,True,654.040683128202,1280.462204388024,501.1110992431641,1,-0.369495001400138,0.7586343729158412,-61.71934877215919,-5.002036094665527,1910.34839527312,0.6305049985998621
2,2,2,2,73969,10487,17282,MUNICIPIO DE MACEO,8909809583,ANTIOQUIA,MACEO,Territorial,Centralizada,CO1.REQ.5603922,CMC-SG-004-2024,700584048,CO1.BDOS.5486802,Combustible Alcaldia,"SUMINISTRO DE COMBUSTIBLE BAJO LA MODALIDAD DE MONTO AGOTABLE O TIPO BOLSA Y PRECIOS REAJUSTABLES, CON DESTINO A LOS VEHÌCULOS Y MOTOCICLETAS QUE HACEN PARTE DEL PARQUE AUTOMOTOR DEL MUNICIPIO DE MACEO, ANTIOQUIA",Presentación de oferta,01/23/2024,01/23/2024,,,,,01/23/2024,36000000,Mínima cuantía,Presupuesto inferior al 10% de la menor cuantía,otro,Mes(es),01/26/2024,01/26/2024,01/26/2024,Maceo,SECRETARIA GENERAL Y DE GOBIERNO,0,0,3,0,2,0,0,2,0,Seleccionado,70,Si,CO1.AWD.1835705,706081148,Antioquia,Maceo,01/27/2024,36000000,Amado de Jesús Ruiz Chavarría,SOCIEDAD INVERSIONES HERMANOS VILLEGAS Y ASOCIADOS  LIMITADA,900137500,V1.15101500,Cerrado,Suministros,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5495949,700584048,Adjudicado,2024,3.9155429850746266,,1,36000000,36.0,V1.151,True,94.45033105008596,184.9121655905701,72.36569595336915,1,-0.6188472861899277,0.6267318476166649,-14.92777151799598,-51.919921875,1846.8386851971627,0.3811527138100722
3,3,3,3,754626,12295,20166,MUNICIPIO DE MACEO,8909809583,ANTIOQUIA,MACEO,Territorial,Centralizada,CO1.REQ.6021163,CMC-SP-026-2024,700584048,CO1.BDOS.5903561,Mejoramiento Vivienda,"SUMINISTRO DE MATERIAL DE FERRETERÍA, BAJO LA MODALIDAD DE TIPO BOLSA O MONTO AGOTABLE Y DE TRACTO SUCESIVO Y ORDEN ALEATORIO, PARA LA REPARACIÓN, ADECUACIÓN Y MANTENIMIENTO DE VIVIENDA EN EL MUNICIPIO DE MACEO - ANTIOQUIA",Presentación de oferta,03/31/2024,03/31/2024,,,,,03/31/2024,36400000,Mínima cuantía,Presupuesto inferior al 10% de la menor cuantía,otro,Mes(es),04/03/2024,04/03/2024,04/03/2024,Maceo,"SECRETARIA DE PLANEACION, INFRAESTRUCTURA Y DESARROLLO RURAL",0,0,10,0,2,0,0,2,0,Seleccionado,70,Si,CO1.AWD.1891906,725478242,Antioquia,Maceo,04/05/2024,36400000,Diana Katherine Gonzalez Bustamante,KEE SERVICIOS S.A.S,901379658,V1.30111600,Cerrado,Suministros,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5910615,700584048,Adjudicado,2024,3.9155429850746266,,1,36400000,36.4,V1.301,True,0.7831085970149254,1.533147686796712,0.6000000000000001,0,45.48142050636465,1.3141926038712299e-12,9.09628410127293,-2.309486627578735,1739.5890196755392,46.48142050636464
4,4,4,4,751206,8875,14526,MUNICIPIO DE MACEO,8909809583,ANTIOQUIA,MACEO,Territorial,Centralizada,CO1.REQ.6519831,SASIE-SG-009-2024 (Presentación de oferta),700584048,CO1.BDOS.6364039,PAE 2024 - Conv2 - 3 (Presentación de oferta),"SUMINISTRO DE RACIONES, COORDINACIÓN LOGÍSTICA Y CONTRATACIÓN DE MANIPULADORES DE ALIMENTOS PARA LA EJECUCIÓN DEL PROGRAMA DE ALIMENTACIÓN ESCOLAR - PAE, PARA LOS NIÑOS, NIÑAS Y ADOLESCENTES FORMALMENTE MATRICULADOS EN LAS INSTITUCIONES EDUCATIVAS DEL MUNICIPIO DE MACEO-ANTIOQUIA, DE ACUERDO AL CONVENIO INTERADMINISTRATIVO N° 4600017090 CELEBRADO CON EL DEPARTAMENTO DE ANTIOQUIA - SECRETARÍA DE INCLUSIÓN SOCIAL Y FAMILIA PARA LA VIGENCIA 2024, SEGUNDO SEMESTRE.",Presentación de oferta,07/16/2024,07/16/2024,,,,,07/16/2024,412375920,Selección abreviada subasta inversa,Suministro de bienes y servicios de características técnicas uniformes y común utilización,otro,Mes(es),07/25/2024,07/25/2024,07/31/2024,Maceo,SECRETARIA GENERAL Y DE GOBIERNO,0,0,9,0,2,0,0,2,0,Seleccionado,70,Si,CO1.AWD.1989005,708738034,Antioquia,Caldas,07/31/2024,412375920,Amado de Jesús Ruiz Chavarría,ARHO SOLUCIONES S.A.S,901340136,V1.93131600,Cerrado,Suministros,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6405175,700584048,Adjudicado,2024,3.9155429850746266,,1,412375920,412.37591999999984,V1.931,True,654.040683128202,1280.462204388024,501.1110992431641,1,-0.369495001400138,0.7581357988971533,-61.71934877215919,-4.36884593963623,1649.2360225579707,0.6305049985998621
5,5,5,5,325129,5682,9358,MUNICIPIO DE MACEO,8909809583,ANTIOQUIA,MACEO,Territorial,Centralizada,CO1.REQ.6159739,SASIE-SS-005-2024 (Presentación de oferta),700584048,CO1.BDOS.5978770,Alimentos y aseo CPSAM - Proyecto Gobernación (Presentación de oferta),"IMPLEMENTACIÓN DEL PROYECTO  MACEO SOMOS TODOS, UNIDOS POR LOS ADULTOS MAYORES 2023 MACEO  DE ACUERDO A LA RESOLUCIÓN S2023060350366 DEL 17/11/2023 EXPEDIDA POR LA SECRETARÍA DE INCLUSIÓN SOCIAL Y FAMILIA DE LA GOBERNACIÓN DE ANTIOQUIA",Presentación de oferta,04/29/2024,04/29/2024,,,,,04/29/2024,95271400,Selección abreviada subasta inversa,Suministro de bienes y servicios de características técnicas uniformes y común utilización,otro,Mes(es),05/10/2024,05/10/2024,05/16/2024,Maceo,SECRETARIA DE SALUD Y BIENESTAR SOCIAL,0,0,17,0,1,0,0,1,0,Seleccionado,70,Si,CO1.AWD.1924428,722262086,Antioquia,Maceo,05/17/2024,95267008,Diana Katherine Gonzalez Bustamante,ARQUILAVP S.A.S,901138317,V1.93131600,Cerrado,Suministros,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6047205,700584048,Adjudicado,2024,3.9155429850746266,,1,95271400,95.2714,V1.931,True,512.202145974408,1002.7747598051316,392.4376373291016,1,-0.813996484105398,0.4437386763396515,-106.4809523388393,-16.05274391174316,1451.8168016774482,0.1860035158946018
6,6,6,6,611651,9775,15946,MUNICIPIO DE MACEO,8909809583,ANTIOQUIA,MACEO,Territorial,Centralizada,CO1.REQ.6481848,CMC-SG-046-2024,700584048,CO1.BDOS.6357829,Papelería y otros ejército,"COMPRAVENTA DE ELEMENTOS DE PAPELERÍA, ÚTILES Y MUEBLES DE OFICINA PARA EL BATALLÓN DE INGENIEROS DE COMBATE N°14  BATALLA DE CALIBIO  QUE DESARROLLAN OPERACIONES TERRESTRES UNIFICADAS DE SEGURIDAD EN JURISDICCIÓN DEL MUNICIPIO DE MACEO",Presentación de oferta,07/07/2024,07/07/2024,,,,,07/07/2024,31533000,Mínima cuantía,Presupuesto inferior al 10% de la menor cuantía,otro,día(s),07/10/2024,07/10/2024,07/10/2024,Maceo,SECRETARIA GENERAL Y DE GOBIERNO,0,0,23,0,4,0,0,4,0,Seleccionado,70,Si,CO1.AWD.1975706,725478242,Antioquia,Maceo,07/11/2024,31533000,Diana Katherine Gonzalez Bustamante,KEE SERVICIOS S.A.S,901379658,V1.23152200,Cerrado,Compraventa,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6367408,700584048,Adjudicado,2024,3.9155429850746266,,1,31533000,31.533,V1.231,True,0.7831085970149254,1.533147686796712,0.6000000000000001,0,39.26644595679111,1.611510459565813e-11,7.853289191358223,-2.48537540435791,1316.560182981112,40.26644595679111
7,7,7,7,287660,6643,11017,MUNICIPIO DE MACEO,8909809583,ANTIOQUIA,MACEO,Territorial,Centralizada,CO1.REQ.6311007,CMC-SG-036-2024,700584048,CO1.BDOS.6187869,Combustible Alcaldia (V2),"SUMINISTRO DE COMBUSTIBLE BAJO LA MODALIDAD DE MONTO AGOTABLE O TIPO BOLSA Y PRECIOS REAJUSTABLES, CON DESTINO A LOS VEHÌCULOS Y MOTOCICLETAS QUE HACEN PARTE DEL PARQUE AUTOMOTOR DEL MUNICIPIO DE MACEO, ANTIOQUIA",Presentación de oferta,05/29/2024,05/29/2024,,,,,05/29/2024,36400000,Mínima cuantía,Presupuesto inferior al 10% de la menor cuantía,otro,Mes(es),05/31/2024,05/31/2024,05/31/2024,Maceo,SECRETARIA GENERAL Y DE GOBIERNO,0,0,1,0,1,0,0,1,0,Seleccionado,70,Si,CO1.AWD.1942762,706081148,Antioquia,Maceo,06/05/2024,36400000,Diana Katherine Gonzalez Bustamante,SOCIEDAD INVERSIONES HERMANOS VILLEGAS Y ASOCIADOS  LIMITADA,900137500,V1.15101500,Cerrado,Suministros,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6196665,700584048,Adjudicado,2024,3.9155429850746266,,1,36400000,36.4,V1.151,True,94.45033105008596,184.9121655905701,72.36569595336915,1,-0.6146122560364824,0.6057965148040126,-14.82561454985012,-30.53400611877441,1089.0659366036605,0.3853877439635175
8,8,8,8,548033,10596,17451,MUNICIPIO DE MACEO,8909809583,ANTIOQUIA,MACEO,Territorial,Centralizada,CO1.REQ.6822663,CMC-SG-059-2024,700584048,CO1.BDOS.6695237,CMC-SG-059-2024 Combustible Alcaldía (V3),"SUMINISTRO DE COMBUSTIBLE BAJO LA MODALIDAD DE MONTO AGOTABLE O TIPO BOLSA Y PRECIOS REAJUSTABLES, CON DESTINO A LOS VEHÌCULOS Y MOTOCICLETAS QUE HACEN PARTE DEL PARQUE AUTOMOTOR DEL MUNICIPIO DE MACEO, ANTIOQUIA",Presentación de oferta,09/11/2024,09/11/2024,,,,,09/11/2024,27400000,Mínima cuantía,Presupuesto inferior al 10% de la menor cuantía,otro,Mes(es),09/13/2024,09/13/2024,09/13/2024,Maceo,SECRETARIA GENERAL Y DE GOBIERNO,0,0,2,0,1,0,0,1,0,Seleccionado,70,Si,CO1.AWD.2031354,706081148,Antioquia,Maceo,09/16/2024,27400000,Diana Katherine Gonzalez Bustamante,SOCIEDAD INVERSIONES HERMANOS VILLEGAS Y ASOCIADOS  LIMITADA,900137500,V1.15101500,Cerrado,Suministros,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6704723,700584048,Adjudicado,2024,3.9155429850746266,,1,27400000,27.4,V1.151,True,94.45033105008596,184.9121655905701,72.36569595336915,1,-0.7099004344890005,0.5213507236463645,-17.12414633313189,-25.66530227661133,683.7780104741519,0.2900995655109994
9,9,9,9,778437,1469,2447,MUNICIPIO DE MACEO,8909809583,ANTIOQUIA,MACEO,Territorial,Centralizada,CO1.REQ.5761128,CMC-SG-013-2024,700584048,CO1.BDOS.5644256,PAE 2024 - Conv1 - 4,"SUMINISTRO DE RACIONES Y COORDINACIÓN LOGÍSTICA PARA LA EJECUCCIÓN DEL PROGRAMA DE COMPLEMENTACIÓN ALIMENTARIA ESCOLAR- PAE, EL CUAL BENEFICIA A 1163 NIÑOS, NIÑAS Y A ADOLESCENTES FORMALMENTE MATRICULADOS EN LAS INSTITUCIONES EDUCATIVAS DEL MUNICIPIO DE MACEO, ANTIOQUIA",Presentación de oferta,02/13/2024,02/13/2024,,,,,02/13/2024,32564000,Mínima cuantía,Presupuesto inferior al 10% de la menor cuantía,otro,día(s),02/16/2024,02/16/2024,02/16/2024,Maceo,SECRETARIA GENERAL Y DE GOBIERNO,0,0,9,0,1,0,0,1,0,Seleccionado,70,Si,CO1.AWD.1852806,718649494,Antioquia,Maceo,02/19/2024,32564000,Amado de Jesús Ruiz Chavarría,GILMA GALVIS LONDOÑO,21862281,V1.93131600,Cerrado,Suministros,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5651840,700584048,Adjudicado,2024,3.9155429850746266,,1,32564000,32.564,V1.931,True,0.7831085970149254,1.533147686796712,0.6000000000000001,0,40.58299388377084,9.584134226020265e-13,8.116598776754168,24.97047805786133,508.4059653549172,41.58299388377083
