,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Entidad,Nit Entidad,Departamento Entidad,Ciudad Entidad,OrdenEntidad,Entidad Centralizada,ID del Proceso,Referencia del Proceso,PCI,ID del Portafolio,Nombre del Procedimiento,Descripción del Procedimiento,Fase,Fecha de Publicacion del Proceso,Fecha de Ultima Publicación,Fecha de Publicacion (Fase Planeacion Precalificacion),Fecha de Publicacion (Fase Seleccion Precalificacion),Fecha de Publicacion (Manifestacion de Interes),Fecha de Publicacion (Fase Borrador),Fecha de Publicacion (Fase Seleccion),Precio Base,Modalidad de Contratacion,Justificación Modalidad de Contratación,Duracion,Unidad de Duracion,Fecha de Recepcion de Respuestas,Fecha de Apertura de Respuesta,Fecha de Apertura Efectiva,Ciudad de la Unidad de Contratación,Nombre de la Unidad de Contratación,Proveedores Invitados,Proveedores con Invitacion Directa,Visualizaciones del Procedimiento,Proveedores que Manifestaron Interes,Respuestas al Procedimiento,Respuestas Externas,Conteo de Respuestas a Ofertas,Proveedores Unicos con Respuestas,Numero de Lotes,Estado del Procedimiento,ID Estado del Procedimiento,Adjudicado,ID Adjudicacion,CodigoProveedor,Departamento Proveedor,Ciudad Proveedor,Fecha Adjudicacion,Valor Total Adjudicacion,Nombre del Adjudicador,Nombre del Proveedor Adjudicado,NIT del Proveedor Adjudicado,Codigo Principal de Categoria,Estado de Apertura del Proceso,Tipo de Contrato,Subtipo de Contrato,Categorias Adicionales,URLProceso,Codigo Entidad,Estado Resumen,Fecha,exchange_rate,Year,Avg,Valor del Contrato,Valor real,Codigo de Categoria Recortado,keep,Valor Proyectado,range-,range+,in_range,perc_error,Similitud de valor,miles de dolares sobre estimación,predicterr,Tamaño valor extraño,veces la predicción
0,106700,4704,7797,ALCALDIA MUNICIPAL DE NOBSA,891855222,BOYACÁ,NOBSA,Territorial,Centralizada,CO1.REQ.5526488,MN-ESAL-001-2024,700226012,CO1.BDOS.5408818,AUNAR ESFUERZOS PARA FORTALECER LAS TRADICIONES; COSTUMBRES E IDENTIDAD CULTURAL; ARTISTICA; DEPORTIVA Y RECREATIVA MEDIANTE LA CONMEMORACIÓN Y CELEBRACIÓN DE LAS TRADICIONALES FESTIVIDADES DEL BARRIO,"AUNAR ESFUERZOS PARA FORTALECER LAS TRADICIONES, COSTUMBRES E IDENTIDAD CULTURAL, ARTISTICA, DEPORTIVA Y RECREATIVA MEDIANTE LA CONMEMORACIÓN Y CELEBRACIÓN DE LAS TRADICIONALES FESTIVIDADES DEL BARRIO NAZARETH EN HONOR A NUESTRA SEÑORA DE BELENCITO Y JESÚS OBRERO DE NAZARETH DEL MUNICIPIO DE NOBSA. BOYACÁ",Presentación de oferta,01/11/2024,01/11/2024,,,,,01/11/2024,722250000,Contratación régimen especial (con ofertas),Decreto 092 de 2017,otro,día(s),01/15/2024,01/15/2024,01/15/2024,Nobsa,SECRETARIA GENERAL DE CONTRATACIÓN PÚBLICA,0,0,8,0,2,0,0,2,0,Seleccionado,70,Si,CO1.AWD.1826302,704325406,Boyacá,Sogamoso,01/17/2024,722250000,YEIMY CAROLINA CACERES QUIROGA,FUNDACION CREANDO PROGRESO,900789473,V1.93141701,Cerrado,Decreto 092 de 2017,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5420609,700226012,Adjudicado,2024,3.9155429850746266,,1,722250000,722.2499999999999,V1.931,True,907.9058350506182,1777.4721617703844,695.6168060302734,1,-0.2044879852989021,0.7565059118973443,-47.41509306839592,-82.34917449951172,59328.9998348902,0.7955120147010979
1,321255,1808,2940,ALCALDIA MUNICIPAL DE NOBSA,891855222,BOYACÁ,NOBSA,Territorial,Centralizada,CO1.REQ.6864980,MN-ESAL-013-2024,700226012,CO1.BDOS.6736534,AUNAR ESFUERZOS TECNICOS; ECONÓMICOS; HUMANOS Y ADMINISTRATIVOS PARA EL DESARROLLO DEL PROGRAMA; ESCUELAS DE FORMACION ARTÍSTICA Y CULTURAL DEL MUNICIPIO DE NOBSA; BOYACÁ EN CUMPLIMIENTO DE LAS METAS,"AUNAR ESFUERZOS TECNICOS, ECONÓMICOS, HUMANOS Y ADMINISTRATIVOS PARA EL DESARROLLO DEL PROGRAMA, ESCUELAS DE FORMACION ARTÍSTICA Y CULTURAL DEL MUNICIPIO DE NOBSA, BOYACÁ EN CUMPLIMIENTO DE LAS METAS DEL PLAN DE DESARROLLO NOBSA A OTRO NIVEL 2024-2027",Presentación de oferta,09/18/2024,09/18/2024,,,,,09/18/2024,461506086,Contratación régimen especial (con ofertas),Decreto 092 de 2017,otro,Mes(es),,,09/23/2024,Nobsa,SECRETARIA GENERAL DE CONTRATACIÓN PÚBLICA,0,0,13,0,1,0,0,1,0,Seleccionado,70,Si,CO1.AWD.2040461,711300376,Boyacá,Nobsa,09/26/2024,461506086,CRISTIAN CAMILO ACOSTA RODRIGUEZ,Eduboyacá,826001462,V1.93141700,Abierto,Decreto 092 de 2017,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6747973,700226012,Adjudicado,2024,3.9155429850746266,,1,461506086,461.5060859999999,V1.931,True,341.9797160780471,669.5181391636049,262.0170822143555,1,0.3495130392314681,0.3133017892043079,30.52612891176695,-118.9341125488281,55050.119169034806,1.3495130392314685
2,710653,6477,10612,ALCALDIA MUNICIPAL DE NOBSA,891855222,BOYACÁ,NOBSA,Territorial,Centralizada,CO1.REQ.6067417,MN-ESAL-005-2024,700226012,CO1.BDOS.5947894,AUNAR ESFUERZOS ADMINISTRATIVOS Y TECNICOS PARA GARANTIZAR LA OPERACIÓN DEL DESARROLLO DEL  PROGRAMA DE ATENCION INTEGRAL AL ADULTO MAYOR EN LA MODALIDAD  CENTRO DIA DEL MUNICIPIO DE NOBSA.,AUNAR ESFUERZOS ADMINISTRATIVOS Y TECNICOS PARA GARANTIZAR LA OPERACIÓN DEL DESARROLLO DEL  PROGRAMA DE ATENCION INTEGRAL AL ADULTO MAYOR EN LA MODALIDAD  CENTRO DIA DEL MUNICIPIO DE NOBSA.,Presentación de oferta,04/09/2024,04/09/2024,,,,,04/09/2024,584396333,Contratación régimen especial (con ofertas),Decreto 092 de 2017,otro,día(s),04/16/2024,04/16/2024,04/16/2024,Nobsa,SECRETARIA GENERAL DE CONTRATACIÓN PÚBLICA,0,0,5,0,1,0,0,1,0,Seleccionado,70,Si,CO1.AWD.1905102,702381336,Boyacá,Tunja,04/23/2024,584396159,María Camila Gómez Pinilla,FUNDACION MAS,900722425,V1.91111903,Cerrado,Decreto 092 de 2017,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5956486,700226012,Adjudicado,2024,3.9155429850746266,,1,584396333,584.3963330000001,V1.911,True,581.8663209922312,1139.161295706156,445.812744140625,1,0.0043480983801478,2.693576772858899,0.6461458902157062,-66.96853637695312,39138.708097817405,1.004348098380148
3,58140,7038,11619,ALCALDIA MUNICIPAL DE NOBSA,891855222,BOYACÁ,NOBSA,Territorial,Centralizada,CO1.REQ.6067519,MN-ESAL-006-2024,700226012,CO1.BDOS.5948697,AUNAR ESFUERZOS TECNICOS; ECONÓMICOS; HUMANOS Y ADMINISTRATIVOS PARA EL DESARROLLO DEL PROGRAMA; ESCUELAS DE FORMACION ARTÍSTICA Y CULTURAL DEL MUNICIPIO DE NOBSA; BOYACÁ,"AUNAR ESFUERZOS TECNICOS, ECONÓMICOS, HUMANOS Y ADMINISTRATIVOS PARA EL DESARROLLO DEL PROGRAMA, ESCUELAS DE FORMACION ARTÍSTICA Y CULTURAL DEL MUNICIPIO DE NOBSA, BOYACÁ",Presentación de oferta,04/09/2024,04/09/2024,,,,,04/09/2024,406520775,Contratación régimen especial (con ofertas),Decreto 092 de 2017,otro,Mes(es),04/12/2024,04/12/2024,04/12/2024,Nobsa,SECRETARIA GENERAL DE CONTRATACIÓN PÚBLICA,0,0,7,0,1,0,0,1,0,Seleccionado,70,Si,CO1.AWD.1904486,711300376,Boyacá,Nobsa,04/23/2024,406520775,ADRIANA JISETH MUNEVAR FAGUA,Eduboyacá,826001462,V1.80111620,Cerrado,Decreto 092 de 2017,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5956706,700226012,Adjudicado,2024,3.9155429850746266,,1,406520775,406.520775,V1.801,True,485.9327695214569,951.345323458813,372.3106384277343,1,-0.1634217725214566,0.7214240874385305,-20.2812214868185,-89.64379119873047,36375.62912642879,0.8365782274785434
4,26574,1166,1853,ALCALDIA MUNICIPAL DE NOBSA,891855222,BOYACÁ,NOBSA,Territorial,Centralizada,CO1.REQ.6307965,MN-CONV-I-005-2024,700226012,CO1.BDOS.6185547,CONVENIO INTERADMINISTRATIVO,"AUNAR ESFUERZOS ENTRE EL MUNICIPIO DE NOBSA Y EL FONDO MIXTO PARA LA PROMOCIÓN DE LA CULTURA Y LAS ARTES DE BOYACÁ, PARA LA ORGANIZACIÓN Y REALIZACIÓN DEL EVENTO INSTITUCIONAL DE CARÁCTER CULTURAL, ARTÍSTICO Y DEPORTIVO EN CONMEMORACIÓN DEL DÍA MUNDIAL DE LA RUANA, CON EL FIN DE FORTALECER LA IDENTIDAD Y LA DIVERSIDAD DE LAS EXPRESIONES CULTURALES, COMO ESTRATEGIA PARA PROMOVER EL TURISMO E IMPULSAR LA ECONOMÍA LOCAL DEL MUNICIPIO DE NOBSA - BOYACÁ.",Presentación de oferta,05/28/2024,05/28/2024,,,,,05/28/2024,602015000,Contratación Directa (con ofertas),Contratos o convenios Interadministrativos (con valor),otro,día(s),05/29/2024,,05/28/2024,Nobsa,SECRETARIA GENERAL DE CONTRATACIÓN PÚBLICA,1,1,1,0,1,0,0,1,0,Seleccionado,70,Si,CO1.AWD.1940918,702732181,Boyacá,Tunja,05/29/2024,602015000,María Camila Gómez Pinilla,FONDO MIXTO PARA LA PROMOCION DE LA CULTURA Y LAS ARTES DE BOYACA,820000107,V1.93141701,Abierto,Otro,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6194466,700226012,Adjudicado,2024,3.9155429850746266,,1,602015000,602.015,V1.931,True,79.15663036947221,154.97059438266604,60.64801025390625,0,6.60536416456877,2.827321837465201e-06,133.5340645278505,-46.64793014526367,32059.281973933776,7.605364164568771
5,591615,2463,4076,ALCALDIA MUNICIPAL DE NOBSA,891855222,BOYACÁ,NOBSA,Territorial,Centralizada,CO1.REQ.5887949,MN-SASI-001-2024 (Presentación de oferta),700226012,CO1.BDOS.5728397,PRESTACIÓN DE SERVICIOS DE TRANSPORTE ESCOLAR PARA ESTUDIANTES DE LAS INSTITUCIONES EDUCATIVAS OFICIALES DEL MUNICIPIO DE NOBSA; JARDÍN SOCIAL NOBSANITOS; HOGARES COMUNITARIOS Y NNA CON DISCAPACIDAD D,"PRESTACIÓN DE SERVICIOS DE TRANSPORTE ESCOLAR PARA ESTUDIANTES DE LAS INSTITUCIONES EDUCATIVAS OFICIALES DEL MUNICIPIO DE NOBSA, JARDÍN SOCIAL NOBSANITOS, HOGARES COMUNITARIOS Y NNA CON DISCAPACIDAD DURANTE EL CALENDARIO ACADÉMICO DEL 2024.",Presentación de oferta,03/04/2024,03/04/2024,,,,,03/04/2024,1073878360,Selección abreviada subasta inversa,Suministro de bienes y servicios de características técnicas uniformes y común utilización,otro,Mes(es),03/08/2024,03/19/2024,03/19/2024,Nobsa,SECRETARIA GENERAL DE CONTRATACIÓN PÚBLICA,0,0,14,0,2,0,0,2,0,Seleccionado,70,Si,CO1.AWD.1874355,724640032,Boyacá,Sogamoso,03/22/2024,1054003230,María Camila Gómez Pinilla,SOLUCIONES DEL ALTIPLANO SAS,900465857,V1.80111600,Cerrado,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5778919,700226012,Adjudicado,2024,3.9155429850746266,,1,1073878360,1073.87836,V1.801,True,461.0290474230799,902.5895262765388,353.2299728393556,1,1.32930737445382,0.0225204365305448,156.517069257826,-6.162666320800781,8045.46842502315,2.32930737445382
6,152039,11882,19584,ALCALDIA MUNICIPAL DE NOBSA,891855222,BOYACÁ,NOBSA,Territorial,Centralizada,CO1.REQ.6169055,MN-ESAL-007-2024,700226012,CO1.BDOS.6048768,CONVENIO DE ASOCIACION,"AUNAR ESFUERZOS Y RECURSOS TÉCNICOS, HUMANOS Y/O LOGÍSTICOS PARA OPERAR EL PROGRAMA CUYO OBJETIVO ES OFRECER A NIÑOS, NIÑAS Y JÓVENES UN ESPACIO SEGURO Y DE APRENDIZAJE EN DONDE, A TRAVÉS DE ACTIVIDADES QUE REALIZAN DURANTE SU TIEMPO LIBRE, BUSCA FOMENTAR VALORES, DESARROLLAR SU TALENTO E INSPIRARLOS PARA ALCANZAR SUS SUEÑOS",Presentación de oferta,04/30/2024,04/30/2024,,,,,04/30/2024,160250000,Contratación régimen especial,Decreto 092 de 2017,otro,Mes(es),,,,Nobsa,SECRETARIA GENERAL DE CONTRATACIÓN PÚBLICA,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,704794510,Distrito Capital de Bogotá,Bogotá,,0,No Adjudicado,FUNDACION CULTIVA EL ARTE Y LA CULTURA,901186943,V1.93141500,Abierto,Decreto 092 de 2017,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.6058416,700226012,Adjudicado,2024,3.9155429850746266,,1,160250000,160.25,V1.931,True,875.1396899719649,1713.3235370150553,670.5121307373048,1,-0.8168863761565498,0.4540802433383005,-182.5774082156679,-40.39511489868164,6342.411120734645,0.1831136238434502
7,386251,2691,4434,ALCALDIA MUNICIPAL DE NOBSA,891855222,BOYACÁ,NOBSA,Territorial,Centralizada,CO1.REQ.5806874,MN-CPS-015-2024,700226012,CO1.BDOS.5689953,PRESTACIÓN DE SERVICIOS PROFESIONALES,PRESTACIÓN DE SERVICIOS PROFESIONALES ESPECIALIZADOS COMO ASESOR DEL ÁREA FINANCIERA Y PRESUPUESTAL DE LA SECRETARIA DE HACIENDA Y GESTIÓN FINANCIERA DEL MUNICIPIO DE NOBSA BOYACÁ.,Presentación de oferta,02/20/2024,02/20/2024,,,,,02/20/2024,78100000,Contratación directa,Servicios profesionales y apoyo a la gestión,otro,día(s),,,,Nobsa,SECRETARIA GENERAL DE CONTRATACIÓN PÚBLICA,0,0,0,0,0,0,0,0,0,Seleccionado,70,No,No Adjudicado,722442084,Boyacá,Arcabuco,,0,No Adjudicado,MARIA FERNANDA SAENZ PABON,23316191,V1.80111620,Abierto,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5698137,700226012,Adjudicado,2024,3.9155429850746266,,1,78100000,78.09999999999998,V1.801,True,0.7831085970149254,1.533147686796712,0.6000000000000001,0,98.73074015239226,1.9233320941699792e-14,19.74614803047845,23.22891235351562,5896.692751092263,99.73074015239224
8,597459,8307,13609,ALCALDIA MUNICIPAL DE NOBSA,891855222,BOYACÁ,NOBSA,Territorial,Centralizada,CO1.REQ.6096345,MN-SAMC-001-2024,700226012,CO1.BDOS.5977047,PRESTACION DE SERVICIOS PARA EL MEJORAMIENTO DE LA CALIDAD EDUCATIVA Y DE LOS RESULTADOS DE LAS PRUEBAS SABER EN LAS INSTITUCIONES EDUCATIVAS OFICIALES DEL MUNICIPIO,PRESTACION DE SERVICIOS PARA EL MEJORAMIENTO DE LA CALIDAD EDUCATIVA Y DE LOS RESULTADOS DE LAS PRUEBAS SABER EN LAS INSTITUCIONES EDUCATIVAS OFICIALES DEL MUNICIPIO,Presentación de observaciones,04/15/2024,04/15/2024,,,,04/15/2024,,117604331,Selección Abreviada de Menor Cuantía,Presupuesto menor al 10% de la Menor Cuantía,otro,Mes(es),04/29/2024,04/29/2024,04/29/2024,Nobsa,SECRETARIA GENERAL DE CONTRATACIÓN PÚBLICA,0,0,21,0,0,0,0,0,0,Evaluación,60,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.86141500,Cerrado,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5985366,700226012,Presentación de observaciones,2024,3.9155429850746266,,1,117604331,117.604331,V1.861,True,187.8403120768624,367.7484081333936,143.9189758300782,1,-0.373913247376434,0.7544094063553505,-17.93773720390501,-41.60132598876953,4848.522294312411,0.626086752623566
9,134029,6764,11307,ALCALDIA MUNICIPAL DE NOBSA,891855222,BOYACÁ,NOBSA,Territorial,Centralizada,CO1.REQ.5845120,MN-SASI-001-2024,700226012,CO1.BDOS.5728397,PRESTACIÓN DE SERVICIOS DE TRANSPORTE ESCOLAR PARA ESTUDIANTES DE LAS INSTITUCIONES EDUCATIVAS OFICIALES DEL MUNICIPIO DE NOBSA; JARDÍN SOCIAL NOBSANITOS; HOGARES COMUNITARIOS Y NNA CON DISCAPACIDAD D,"PRESTACIÓN DE SERVICIOS DE TRANSPORTE ESCOLAR PARA ESTUDIANTES DE LAS INSTITUCIONES EDUCATIVAS OFICIALES DEL MUNICIPIO DE NOBSA, JARDÍN SOCIAL NOBSANITOS, HOGARES COMUNITARIOS Y NNA CON DISCAPACIDAD DURANTE EL CALENDARIO ACADÉMICO DEL 2024.",Presentación de observaciones,02/26/2024,02/26/2024,,,,02/26/2024,,1073878360,Selección abreviada subasta inversa,Suministro de bienes y servicios de características técnicas uniformes y común utilización,otro,Mes(es),03/08/2024,03/08/2024,03/19/2024,Nobsa,SECRETARIA GENERAL DE CONTRATACIÓN PÚBLICA,0,0,14,0,0,0,0,0,0,Evaluación,60,No,No Adjudicado,No Definido,No Definido,No Definido,,0,No Adjudicado,No Definido,No Definido,V1.80111600,Cerrado,Prestación de servicios,No Definido,No definido,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.5735700,700226012,Presentación de observaciones,2024,3.9155429850746266,,1,1073878360,1073.87836,V1.801,True,461.0290474230799,902.5895262765388,353.2299728393556,1,1.32930737445382,0.0209151821836086,156.517069257826,-2.635307550430298,4257.514173566079,2.32930737445382
